漢字番号,連番,漢字,1文字抽出,音訓,文字1,読み1,文字２,読み２,文字３,読み3,文字1,文字2,文字3,備考（文化庁の元データの備考）
399,716,詔,詔,ショウ,詔勅,しょうちょく,,,,,詔勅(しょうちょく),,,
399,717,詔,詔,みことのり,詔,みことのり,,,,,詔(みことのり),,,
400,718,奨(奬),奨,ショウ,奨励,しょうれい,奨学金,しょうがくきん,推奨,すいしょう,奨励(しょうれい),奨学金(しょうがくきん),推奨(すいしょう),
401,719,詳,詳,ショウ,詳細,しょうさい,詳報,しょうほう,未詳,みしょう,詳細(しょうさい),詳報(しょうほう),未詳(みしょう),
401,720,詳,詳,くわしい,詳しい,くわしい,,,,,詳しい(くわしい),,,
402,721,彰,彰,ショウ,表彰,ひょうしょう,,,,,表彰(ひょうしょう),,,
403,722,衝,衝,ショウ,衝突,しょうとつ,衝動,しょうどう,折衝,せっしょう,衝突(しょうとつ),衝動(しょうどう),折衝(せっしょう),
404,723,償,償,ショウ,償金,しょうきん,弁償,べんしょう,代償,だいしょう,償金(しょうきん),弁償(べんしょう),代償(だいしょう),
404,724,償,償,つぐなう,償う,つぐなう,,,,,償う(つぐなう),,,
405,725,礁,礁,ショウ,岩礁,がんしょう,暗礁,あんしょう,さんご礁,さんごしょう,岩礁(がんしょう),暗礁(あんしょう),さんご礁(さんごしょう),
406,726,鐘,鐘,ショウ,半鐘,はんしょう,,,,,半鐘(はんしょう),,,
406,727,鐘,鐘,かね,鐘,かね,,,,,鐘(かね),,,
407,728,丈,丈,ジョウ,丈六,じょうろく,,,,,丈六(じょうろく),,,
407,729,丈,丈,たけ,丈,たけ,,,,,丈(たけ),,,
408,730,冗,冗,ジョウ,冗談,じょうだん,冗長,じょうちょう,冗費,じょうひ,冗談(じょうだん),冗長(じょうちょう),冗費(じょうひ),
409,731,浄(淨),浄,ジョウ,浄化,じょうか,清浄,しょうじょう,不浄,ふじょう,浄化(じょうか),清浄(しょうじょう),不浄(ふじょう),
410,732,剰(剩),剰,ジョウ,剰余,じょうよ,過剰,かじょう,余剰,よじょう,剰余(じょうよ),過剰(かじょう),余剰(よじょう),
411,733,畳(疊),畳,ジョウ,畳語,じょうご,,,,,畳語(じょうご),,,
411,734,畳(疊),畳,たたむ,畳む,たたむ,,,,,畳む(たたむ),,,
411,735,畳(疊),畳,たたみ,畳,たたみ,畳表,たたみおもて,青畳,あおだたみ,畳(たたみ),畳表(たたみおもて),青畳(あおだたみ),
412,736,壌(壤),壌,ジョウ,土壌,どじょう,,,,,土壌(どじょう),,,
413,737,嬢(孃),嬢,ジョウ,令嬢,れいじょう,愛嬢,あいじょう,お嬢さん,おじょうさん,令嬢(れいじょう),愛嬢(あいじょう),お嬢さん(おじょうさん),
414,738,錠,錠,ジョウ,錠前,じょうまえ,錠剤,じょうざい,手錠,てじょう,錠前(じょうまえ),錠剤(じょうざい),手錠(てじょう),
415,739,譲(讓),譲,ジョウ,譲渡,じょうと,譲歩,じょうほ,謙譲,けんじょう,譲渡(じょうと),譲歩(じょうほ),謙譲(けんじょう),
415,740,譲(讓),譲,ゆずる,譲る,ゆずる,,,,,譲る(ゆずる),,,
416,741,醸(釀),醸,ジョウ,醸造,じょうぞう,,,,,醸造(じょうぞう),,,
416,742,醸(釀),醸,かもす,醸す,かもす,,,,,醸す(かもす),,,
417,743,殖,殖,ショク,生殖,せいしょく,利殖,りしょく,学殖,がくしょく,生殖(せいしょく),利殖(りしょく),学殖(がくしょく),
417,744,殖,殖,ふえる,殖える,ふえる,,,,,殖える(ふえる),,,←→増える
417,745,殖,殖,ふやす,殖やす,ふやす,,,,,殖やす(ふやす),,,←→増やす
418,746,飾,飾,ショク,装飾,そうしょく,修飾,しゅうしょく,服飾,ふくしょく,装飾(そうしょく),修飾(しゅうしょく),服飾(ふくしょく),
418,747,飾,飾,かざる,飾る,かざる,,,,,飾る(かざる),,,
419,748,触(觸),触,ショク,触媒,しょくばい,触発,しょくはつ,接触,せっしょく,触媒(しょくばい),触発(しょくはつ),接触(せっしょく),
419,749,触(觸),触,ふれる,触れる,ふれる,,,,,触れる(ふれる),,,
419,750,触(觸),触,さわる,触る,さわる,,,,,触る(さわる),,,
420,751,嘱(囑),嘱,ショク,嘱託,しょくたく,,,,,嘱託(しょくたく),,,
421,752,辱,辱,ジョク,恥辱,ちじょく,雪辱,せつじょく,屈辱,くつじょく,恥辱(ちじょく),雪辱(せつじょく),屈辱(くつじょく),
421,753,辱,辱,はずかしめる,辱める,はずかしめる,,,,,辱める(はずかしめる),,,
422,754,伸,伸,シン,伸縮,しんしゅく,屈伸,くっしん,追伸,ついしん,伸縮(しんしゅく),屈伸(くっしん),追伸(ついしん),
422,755,伸,伸,のびる,伸びる,のびる,,,,,伸びる(のびる),,,←→延びる
422,756,伸,伸,のばす,伸ばす,のばす,,,,,伸ばす(のばす),,,←→延ばす
423,757,辛,辛,シン,辛苦,しんく,辛酸,しんさん,香辛料,こうしんりょう,辛苦(しんく),辛酸(しんさん),香辛料(こうしんりょう),
423,758,辛,辛,からい,辛い,からい,辛み,からみ,辛うじて,かろうじて,辛い(からい),辛み(からみ),辛うじて(かろうじて),
424,759,侵,侵,シン,侵入,しんにゅう,侵害,しんがい,不可侵,ふかしん,侵入(しんにゅう),侵害(しんがい),不可侵(ふかしん),
424,760,侵,侵,おかす,侵す,おかす,,,,,侵す(おかす),,,←→犯す，冒す
425,761,津,津,シン,興味津々,きょうみしんしん,,,,,興味津々(きょうみしんしん),,,
425,762,津,津,つ,津波,つなみ,,,,,津波(つなみ),,,
426,763,唇,唇,シン,口唇,こうしん,,,,,口唇(こうしん),,,
426,764,唇,唇,くちびる,唇,くちびる,,,,,唇(くちびる),,,
427,765,娠,娠,シン,妊娠,にんしん,,,,,妊娠(にんしん),,,
428,766,振,振,シン,振動,しんどう,振興,しんこう,不振,ふしん,振動(しんどう),振興(しんこう),不振(ふしん),
428,767,振,振,ふる,振る,ふる,,,,,振る(ふる),,,
428,768,振,振,ふるう,振るう,ふるう,,,,,振るう(ふるう),,,←→奮う，震う
429,769,浸,浸,シン,浸水,しんすい,,,,,浸水(しんすい),,,
429,770,浸,浸,ひたす,浸す,ひたす,,,,,浸す(ひたす),,,
429,771,浸,浸,ひたる,浸る,ひたる,,,,,浸る(ひたる),,,
430,772,紳,紳,シン,紳士,しんし,,,,,紳士(しんし),,,
431,773,診,診,シン,診察,しんさつ,診療,しんりょう,往診,おうしん,診察(しんさつ),診療(しんりょう),往診(おうしん),
431,774,診,診,みる,診る,みる,,,,,診る(みる),,,←→見る
432,775,寝(寢),寝,シン,寝室,しんしつ,寝具,しんぐ,就寝,しゅうしん,寝室(しんしつ),寝具(しんぐ),就寝(しゅうしん),
432,776,寝(寢),寝,ねる,寝る,ねる,寝入る,ねいる,昼寝,ひるね,寝る(ねる),寝入る(ねいる),昼寝(ひるね),
432,777,寝(寢),寝,ねかす,寝かす,ねかす,,,,,寝かす(ねかす),,,
433,778,慎(愼),慎,シン,慎重,しんちょう,,,,,慎重(しんちょう),,,
433,779,慎(愼),慎,つつしむ,慎む,つつしむ,,,,,慎む(つつしむ),,,←→謹む
434,780,審,審,シン,審判,しんぱん,審議,しんぎ,不審,ふしん,審判(しんぱん),審議(しんぎ),不審(ふしん),
435,781,震,震,シン,震動,しんどう,震災,しんさい,地震,じしん,震動(しんどう),震災(しんさい),地震(じしん),
435,782,震,震,ふるう,震う,ふるう,,,,,震う(ふるう),,,←→奮う，振るう
435,783,震,震,ふるえる,震える,ふるえる,,,,,震える(ふるえる),,,
436,784,薪,薪,シン,薪炭,しんたん,,,,,薪炭(しんたん),,,
436,785,薪,薪,たきぎ,薪,たきぎ,,,,,薪(たきぎ),,,
437,786,刃,刃,ジン,白刃,しらは,凶刃,きょうじん,自刃,じじん,白刃(しらは),凶刃(きょうじん),自刃(じじん),
437,787,刃,刃,は,刃,は,刃物,はもの,両刃,りょうば,刃(は),刃物(はもの),両刃(りょうば),
438,788,尽(盡),尽,ジン,尽力,じんりょく,,,,,尽力(じんりょく),,,
438,789,尽(盡),尽,つくす,尽くす,つくす,,,,,尽くす(つくす),,,
438,790,尽(盡),尽,つきる,尽きる,つきる,,,,,尽きる(つきる),,,
438,791,尽(盡),尽,つかす,愛想を尽かす,あいそをつかす,,,,,愛想を尽かす(あいそをつかす),,,
439,792,迅,迅,ジン,迅速,じんそく,,,,,迅速(じんそく),,,
440,793,甚,甚,ジン,甚大,じんだい,激甚,げきじん,幸甚,こうじん,甚大(じんだい),激甚(げきじん),幸甚(こうじん),
440,794,甚,甚,はなはだ,甚だ,はなはだ,,,,,甚だ(はなはだ),,,
440,795,甚,甚,はなはだしい,甚だしい,はなはだしい,,,,,甚だしい(はなはだしい),,,
441,796,陣,陣,ジン,陣頭,じんとう,陣痛,じんつう,円陣,えんじん,陣頭(じんとう),陣痛(じんつう),円陣(えんじん),
442,797,尋,尋,ジン,尋問,じんもん,尋常,じんじょう,千尋,ちひろ,尋問(じんもん),尋常(じんじょう),千尋(ちひろ),
442,798,尋,尋,たずねる,尋ねる,たずねる,,,,,尋ねる(たずねる),,,←→訪ねる
443,799,吹,吹,スイ,吹奏,すいそう,吹鳴,すいめい,鼓吹,こすい,吹奏(すいそう),吹鳴(すいめい),鼓吹(こすい),息吹(いぶき)吹雪(ふぶき)
443,800,吹,吹,ふく,吹く,ふく,,,,,吹く(ふく),,,←→噴く
444,801,炊,炊,スイ,炊事,すいじ,自炊,じすい,雑炊,ぞうすい,炊事(すいじ),自炊(じすい),雑炊(ぞうすい),
444,802,炊,炊,たく,炊く,たく,,,,,炊く(たく),,,
445,803,帥,帥,スイ,統帥,とうすい,,,,,統帥(とうすい),,,
446,804,粋(粹),粋,スイ,粋人,すいじん,純粋,じゅんすい,精粋,せいすい,粋人(すいじん),純粋(じゅんすい),精粋(せいすい),
447,805,衰,衰,スイ,衰弱,すいじゃく,盛衰,せいすい,老衰,ろうすい,衰弱(すいじゃく),盛衰(せいすい),老衰(ろうすい),
447,806,衰,衰,おとろえる,衰える,おとろえる,,,,,衰える(おとろえる),,,
448,807,酔(醉),酔,スイ,酔漢,すいかん,麻酔,ますい,心酔,しんすい,酔漢(すいかん),麻酔(ますい),心酔(しんすい),
448,808,酔(醉),酔,よう,酔う,よう,酔い,よい,二日酔い,ふつかよい,酔う(よう),酔い(よい),二日酔い(ふつかよい),
449,809,遂,遂,スイ,遂行,すいこう,未遂,みすい,完遂,かんすい,遂行(すいこう),未遂(みすい),完遂(かんすい),
449,810,遂,遂,とげる,遂げる,とげる,,,,,遂げる(とげる),,,
450,811,睡,睡,スイ,睡眠,すいみん,熟睡,じゅくすい,午睡,ごすい,睡眠(すいみん),熟睡(じゅくすい),午睡(ごすい),
451,812,穂(穗),穂,スイ,穂状,すいじょう,,,,,穂状(すいじょう),,,
451,813,穂(穗),穂,ほ,穂,ほ,,,,,穂(ほ),,,
452,814,錘,錘,スイ,紡錘,ぼうすい,,,,,紡錘(ぼうすい),,,
452,815,錘,錘,つむ,錘,おもり,,,,,錘(おもり),,,
453,816,随(隨),随,ズイ,随行,ずいこう,随意,ずいい,追随,ついずい,随行(ずいこう),随意(ずいい),追随(ついずい),
454,817,髄(髓),髄,ズイ,骨髄,こつずい,脳髄,のうずい,真髄,しんずい,骨髄(こつずい),脳髄(のうずい),真髄(しんずい),
455,818,枢(樞),枢,スウ,枢軸,すうじく,枢要,すうよう,中枢,ちゅうすう,枢軸(すうじく),枢要(すうよう),中枢(ちゅうすう),
456,819,崇,崇,スウ,崇拝,すうはい,,,,,崇拝(すうはい),,,
457,820,据,据,すえる,据える,すえる,,,,,据える(すえる),,,
457,821,据,据,すわる,据わる,すわる,,,,,据わる(すわる),,,←→座る
458,822,杉,杉,すぎ,杉,すぎ,,,,,杉(すぎ),,,
459,823,畝,畝,せ,0,0,,,,,0(0),,,
459,824,畝,畝,うね,畝,うね,畝間,うねかん,畝織,うねおり,畝(うね),畝間(うねかん),畝織(うねおり),
460,825,瀬(),瀬,せ,瀬,せ,浅瀬,あさせ,立つ瀬,たつせ,瀬(せ),浅瀬(あさせ),立つ瀬(たつせ),
461,826,是,是,ゼ,是非,ぜひ,是認,ぜにん,国是,こくぜ,是非(ぜひ),是認(ぜにん),国是(こくぜ),
462,827,姓,姓,セイ,姓名,せいめい,改姓,かいせい,同姓,どうせい,姓名(せいめい),改姓(かいせい),同姓(どうせい),
462,828,姓,姓,ショウ,百姓,ひゃくしょう,,,,,百姓(ひゃくしょう),,,
463,829,征,征,セイ,征服,せいふく,遠征,えんせい,出征,しゅっせい,征服(せいふく),遠征(えんせい),出征(しゅっせい),
464,830,斉(齊),斉,セイ,斉唱,せいしょう,,,,,斉唱(せいしょう),,,
465,831,牲,牲,セイ,犠牲,ぎせい,,,,,犠牲(ぎせい),,,
466,832,逝,逝,セイ,逝去,せいきょ,急逝,きゅうせい,長逝,ちょうせい,逝去(せいきょ),急逝(きゅうせい),長逝(ちょうせい),
466,833,逝,逝,ゆく,逝く,ゆく,,,,,逝く(ゆく),,,←→行く
467,834,婿,婿,セイ,女婿,じょせい,,,,,女婿(じょせい),,,
467,835,婿,婿,むこ,婿,むこ,,,,,婿(むこ),,,
468,836,誓,誓,セイ,誓約,せいやく,誓詞,せいし,宣誓,せんせい,誓約(せいやく),誓詞(せいし),宣誓(せんせい),
468,837,誓,誓,ちかう,誓う,ちかう,,,,,誓う(ちかう),,,
469,838,請,請,セイ,請求,せいきゅう,請願,せいがん,申請,しんせい,請求(せいきゅう),請願(せいがん),申請(しんせい),
469,839,請,請,シン,普請,ふしん,,,,,普請(ふしん),,,
469,840,請,請,こう,請う,こう,,,,,請う(こう),,,
469,841,請,請,うける,請ける,うける,請負,うけおい,下請け,したうけ,請ける(うける),請負(うけおい),下請け(したうけ),←→受ける
470,842,斥,斥,セキ,斥候,せっこう,,,,,斥候(せっこう),,,
471,843,析,析,セキ,析出,せきしゅつ,分析,ぶんせき,解析,かいせき,析出(せきしゅつ),分析(ぶんせき),解析(かいせき),
472,844,隻,隻,セキ,隻手,せきしゅ,,,,,隻手(せきしゅ),,,
473,845,惜,惜,セキ,惜敗,せきはい,痛惜,つうせき,愛惜,あいせき,惜敗(せきはい),痛惜(つうせき),愛惜(あいせき),
473,846,惜,惜,おしい,惜しい,おしい,,,,,惜しい(おしい),,,
473,847,惜,惜,おしむ,惜しむ,おしむ,,,,,惜しむ(おしむ),,,
474,848,跡,跡,セキ,追跡,ついせき,旧跡,きゅうせき,遺跡,いせき,追跡(ついせき),旧跡(きゅうせき),遺跡(いせき),
474,849,跡,跡,あと,跡,あと,足跡,あしあと,屋敷跡,やしきあと,跡(あと),足跡(あしあと),屋敷跡(やしきあと),←→後
475,850,籍,籍,セキ,書籍,しょせき,戸籍,こせき,本籍,ほんせき,書籍(しょせき),戸籍(こせき),本籍(ほんせき),
476,851,拙,拙,セツ,拙劣,せつれつ,拙速,せっそく,巧拙,こうせつ,拙劣(せつれつ),拙速(せっそく),巧拙(こうせつ),
477,852,窃(竊),窃,セツ,窃盗,せっとう,,,,,窃盗(せっとう),,,
478,853,摂(攝),摂,セツ,摂取,せっしゅ,,,,,摂取(せっしゅ),,,
479,854,仙,仙,セン,仙骨,せんこつ,仙人,せんにん,酒仙,しゅせん,仙骨(せんこつ),仙人(せんにん),酒仙(しゅせん),
480,855,占,占,セン,占拠,せんきょ,占星術,せんせいじゅつ,独占,どくせん,占拠(せんきょ),占星術(せんせいじゅつ),独占(どくせん),
480,856,占,占,しめる,占める,しめる,,,,,占める(しめる),,,
480,857,占,占,うらなう,占う,うらなう,,,,,占う(うらなう),,,
481,858,扇,扇,セン,扇子,せんす,扇風機,せんぷうき,扇状地,せんじょうち,扇子(せんす),扇風機(せんぷうき),扇状地(せんじょうち),
481,859,扇,扇,おうぎ,扇,おおぎ,,,,,扇(おおぎ),,,
482,860,栓,栓,セン,栓,せん,給水栓,きゅうすいせん,消火栓,しょうかせん,栓(せん),給水栓(きゅうすいせん),消火栓(しょうかせん),
483,861,旋,旋,セン,旋回,せんかい,旋律,せんりつ,周旋,しゅうせん,旋回(せんかい),旋律(せんりつ),周旋(しゅうせん),
484,862,践(踐),践,セン,実践,じっせん,,,,,実践(じっせん),,,
485,863,銑,銑,セン,銑鉄,せんてつ,,,,,銑鉄(せんてつ),,,
486,864,潜(潛),潜,セン,潜水,せんすい,潜在的,せんざいてき,沈潜,ちんせん,潜水(せんすい),潜在的(せんざいてき),沈潜(ちんせん),
486,865,潜(潛),潜,ひそむ,潜む,ひそむ,,,,,潜む(ひそむ),,,
486,866,潜(潛),潜,もぐる,潜る,もぐる,,,,,潜る(もぐる),,,
487,867,遷,遷,セン,遷延,せんえん,遷都,せんと,変遷,へんせん,遷延(せんえん),遷都(せんと),変遷(へんせん),
488,868,薦,薦,セン,推薦,すいせん,,,,,推薦(すいせん),,,
488,869,薦,薦,すすめる,薦める,すすめる,,,,,薦める(すすめる),,,←→進める，勧める
489,870,繊(纖),繊,セン,繊細,せんさい,繊維,せんい,化繊,かせん,繊細(せんさい),繊維(せんい),化繊(かせん),
490,871,鮮,鮮,セン,鮮魚,せんぎょ,鮮明,せんめい,新鮮,しんせん,鮮魚(せんぎょ),鮮明(せんめい),新鮮(しんせん),
490,872,鮮,鮮,あざやか,鮮やかだ,あざやかだ,,,,,鮮やかだ(あざやかだ),,,
491,873,禅(禪),禅,ゼン,禅宗,ぜんしゅう,禅寺,ぜんでら,座禅,ざぜん,禅宗(ぜんしゅう),禅寺(ぜんでら),座禅(ざぜん),
492,874,漸,漸,ゼン,漸次,ぜんじ,漸進的,ぜんしんてき,東漸,とうぜん,漸次(ぜんじ),漸進的(ぜんしんてき),東漸(とうぜん),
493,875,繕,繕,ゼン,修繕,しゅうぜん,,,,,修繕(しゅうぜん),,,
493,876,繕,繕,つくろう,繕う,つくろう,,,,,繕う(つくろう),,,
494,877,阻,阻,ソ,阻止,そし,阻害,そがい,険阻,けんそ,阻止(そし),阻害(そがい),険阻(けんそ),
494,878,阻,阻,はばむ,阻む,はばむ,,,,,阻む(はばむ),,,
495,879,租,租,ソ,租税,そぜい,,,,,租税(そぜい),,,
496,880,措,措,ソ,措置,そち,措辞,そじ,挙措,きょそ,措置(そち),措辞(そじ),挙措(きょそ),
497,881,粗,粗,ソ,粗密,そみつ,粗野,そや,精粗,せいそ,粗密(そみつ),粗野(そや),精粗(せいそ),
497,882,粗,粗,あらい,粗い,あらい,,,,,粗い(あらい),,,←→荒い
498,883,疎,疎,ソ,疎密,そみつ,疎外,そがい,親疎,しんそ,疎密(そみつ),疎外(そがい),親疎(しんそ),
498,884,疎,疎,うとい,疎い,うとい,,,,,疎い(うとい),,,
498,885,疎,疎,うとむ,疎む,うとむ,,,,,疎む(うとむ),,,
499,886,訴,訴,ソ,訴訟,そしょう,告訴,こくそ,哀訴,あいそ,訴訟(そしょう),告訴(こくそ),哀訴(あいそ),
499,887,訴,訴,うったえる,訴える,うったえる,,,,,訴える(うったえる),,,
500,888,塑,塑,ソ,塑像,そぞう,彫塑,ちょうそ,可塑性,かそせい,塑像(そぞう),彫塑(ちょうそ),可塑性(かそせい),
501,889,礎,礎,ソ,礎石,そせき,基礎,きそ,定礎,ていそ,礎石(そせき),基礎(きそ),定礎(ていそ),
501,890,礎,礎,いしずえ,礎,いしずえ,,,,,礎(いしずえ),,,
502,891,双(),双,ソウ,双肩,そうけん,双方,そうほう,無双,むそう,双肩(そうけん),双方(そうほう),無双(むそう),
502,892,双(),双,ふた,双子,ふたご,,,,,双子(ふたご),,,←→二
503,893,壮(壯),壮,ソウ,壮大,そうだい,壮健,そうけん,強壮,きょうそう,壮大(そうだい),壮健(そうけん),強壮(きょうそう),
504,894,荘(莊),荘,ソウ,荘厳,しょうごん,荘重,そうちょう,別荘,べっそう,荘厳(しょうごん),荘重(そうちょう),別荘(べっそう),
505,895,捜(搜),捜,ソウ,捜索,そうさく,,,,,捜索(そうさく),,,
505,896,捜(搜),捜,さがす,捜す,さがす,,,,,捜す(さがす),,,←→探す
506,897,挿(插),挿,ソウ,挿入,そうにゅう,,,,,挿入(そうにゅう),,,
506,898,挿(插),挿,さす,挿す,さす,挿絵,さしえ,挿し木,さしき,挿す(さす),挿絵(さしえ),挿し木(さしき),←→差す，刺す，指す
507,899,桑,桑,ソウ,桑園,そうえん,,,,,桑園(そうえん),,,
507,900,桑,桑,くわ,桑,くわ,,,,,桑(くわ),,,
508,901,掃,掃,ソウ,掃除,そうじ,清掃,せいそう,一掃,いっそう,掃除(そうじ),清掃(せいそう),一掃(いっそう),
508,902,掃,掃,はく,掃く,はく,,,,,掃く(はく),,,
509,903,曹,曹,ソウ,法曹,ほうそう,法曹界,ほうそうかい,陸曹,りくそう,法曹(ほうそう),法曹界(ほうそうかい),陸曹(りくそう),
510,904,喪,喪,ソウ,喪失,そうしつ,,,,,喪失(そうしつ),,,
510,905,喪,喪,も,喪,も,喪服,もふく,喪主,もしゅ,喪(も),喪服(もふく),喪主(もしゅ),
511,906,葬,葬,ソウ,葬儀,そうぎ,埋葬,まいそう,会葬,かいそう,葬儀(そうぎ),埋葬(まいそう),会葬(かいそう),
511,907,葬,葬,ほうむる,葬る,ほうむる,,,,,葬る(ほうむる),,,
512,908,僧(),僧,ソウ,僧院,そういん,高僧,こうそう,尼僧,にそう,僧院(そういん),高僧(こうそう),尼僧(にそう),
513,909,遭,遭,ソウ,遭遇,そうぐう,,,,,遭遇(そうぐう),,,
513,910,遭,遭,あう,遭う,あう,,,,,遭う(あう),,,←→合う，会う
514,911,槽,槽,ソウ,水槽,すいそう,,,,,水槽(すいそう),,,
515,912,燥,燥,ソウ,乾燥,かんそう,焦燥,しょうそう,高燥,こうそう,乾燥(かんそう),焦燥(しょうそう),高燥(こうそう),
516,913,霜,霜,ソウ,霜害,そうがい,,,,,霜害(そうがい),,,
516,914,霜,霜,しも,霜,しも,霜柱,しもばしら,初霜,はつしも,霜(しも),霜柱(しもばしら),初霜(はつしも),
517,915,騒(騷),騒,ソウ,騒動,そうどう,騒音,そうおん,物騒,ぶっそう,騒動(そうどう),騒音(そうおん),物騒(ぶっそう),
517,916,騒(騷),騒,さわぐ,騒ぐ,さわぐ,騒ぎ,さわぎ,騒がしい,さわがしい,騒ぐ(さわぐ),騒ぎ(さわぎ),騒がしい(さわがしい),
518,917,藻,藻,ソウ,藻類,そうるい,海藻,かいそう,詞藻,しも,藻類(そうるい),海藻(かいそう),詞藻(しも),
518,918,藻,藻,も,藻,も,,,,,藻(も),,,
519,919,憎(),憎,ゾウ,憎悪,ぞうお,,,,,憎悪(ぞうお),,,
519,920,憎(),憎,にくむ,憎む,にくむ,,,,,憎む(にくむ),,,
519,921,憎(),憎,にくい,憎い,にくい,,,,,憎い(にくい),,,
519,922,憎(),憎,にくらしい,憎らしい,にくらしい,,,,,憎らしい(にくらしい),,,
519,923,憎(),憎,にくしみ,憎しみ,にくしみ,,,,,憎しみ(にくしみ),,,
520,924,贈(),贈,ゾウ,贈与,ぞうよ,贈呈,ぞうてい,贈答,ぞうとう,贈与(ぞうよ),贈呈(ぞうてい),贈答(ぞうとう),
520,925,贈(),贈,ソウ,寄贈,きぞう,,,,,寄贈(きぞう),,,「寄贈」は，「キゾウ」とも。
520,926,贈(),贈,おくる,贈る,おくる,,,,,贈る(おくる),,,←→送る
521,927,即(),即,ソク,即応,そくおう,即席,そくせき,即興,そっきょう,即応(そくおう),即席(そくせき),即興(そっきょう),
522,928,促,促,ソク,促進,そくしん,促成,そくせい,催促,さいそく,促進(そくしん),促成(そくせい),催促(さいそく),
522,929,促,促,うながす,促す,うながす,,,,,促す(うながす),,,
523,930,俗,俗,ゾク,俗事,ぞくじ,風俗,ふうぞく,民俗,みんぞく,俗事(ぞくじ),風俗(ふうぞく),民俗(みんぞく),
524,931,賊,賊,ゾク,賊軍,ぞくぐん,,,,,賊軍(ぞくぐん),,,
525,932,妥,妥,ダ,妥当,だとう,妥結,だけつ,妥協,だきょう,妥当(だとう),妥結(だけつ),妥協(だきょう),
526,933,堕(墮),堕,ダ,堕落,だらく,,,,,堕落(だらく),,,
527,934,惰,惰,ダ,惰眠,だみん,惰気,だき,怠惰,たいだ,惰眠(だみん),惰気(だき),怠惰(たいだ),
528,935,駄,駄,ダ,駄菓子,だがし,駄作,ださく,無駄,むだ,駄菓子(だがし),駄作(ださく),無駄(むだ),
529,936,耐,耐,タイ,耐久,たいきゅう,耐火,たいか,忍耐,にんたい,耐久(たいきゅう),耐火(たいか),忍耐(にんたい),
529,937,耐,耐,たえる,耐える,たえる,,,,,耐える(たえる),,,←→堪える
530,938,怠,怠,タイ,怠惰,たいだ,,,,,怠惰(たいだ),,,
530,939,怠,怠,おこたる,怠る,おこたる,,,,,怠る(おこたる),,,
530,940,怠,怠,なまける,怠ける,なまける,,,,,怠ける(なまける),,,
531,941,胎,胎,タイ,胎児,たいじ,受胎,じゅたい,母胎,ぼたい,胎児(たいじ),受胎(じゅたい),母胎(ぼたい),
532,942,泰,泰,タイ,泰然,たいぜん,泰斗,たいと,安泰,あんたい,泰然(たいぜん),泰斗(たいと),安泰(あんたい),
533,943,袋,袋,タイ,風袋,ふうたい,,,,,風袋(ふうたい),,,足袋(たび)
533,944,袋,袋,ふくろ,袋,ふくろ,,,,,袋(ふくろ),,,
534,945,逮,逮,タイ,逮捕,たいほ,,,,,逮捕(たいほ),,,
535,946,替,替,タイ,代替,だいたい,,,,,代替(だいたい),,,為替(かわせ)
535,947,替,替,かえる,替える,かえる,,,,,替える(かえる),,,←→換える，代える，変える
535,948,替,替,かわる,替わる,かわる,,,,,替わる(かわる),,,←→換わる，代わる，変わる
536,949,滞(滯),滞,タイ,滞在,たいざい,滞貨,たいか,沈滞,ちんたい,滞在(たいざい),滞貨(たいか),沈滞(ちんたい),
536,950,滞(滯),滞,とどこおる,滞る,とどこおる,,,,,滞る(とどこおる),,,
537,951,滝(瀧),滝,たき,滝,たき,,,,,滝(たき),,,
