漢字番号,連番,漢字,1文字抽出,音訓,文字1,読み1,文字２,読み２,文字３,読み3,文字1,文字2,文字3,備考（文化庁の元データの備考）
538,952,択(擇),択,タク,選択,せんたく,採択,さいたく,二者択一,にしゃたくいつ,選択(せんたく),採択(さいたく),二者択一(にしゃたくいつ),
539,953,沢(澤),沢,タク,光沢,こうたく,,,,,光沢(こうたく),,,
539,954,沢(澤),沢,さわ,沢,さわ,,,,,沢(さわ),,,
540,955,卓,卓,タク,卓越,たくえつ,卓球,たっきゅう,食卓,しょくたく,卓越(たくえつ),卓球(たっきゅう),食卓(しょくたく),
541,956,拓,拓,タク,拓本,たくほん,,,,,拓本(たくほん),,,
542,957,託,託,タク,託宣,たくせん,委託,いたく,結託,けったく,託宣(たくせん),委託(いたく),結託(けったく),
543,958,濯,濯,タク,洗濯,せんたく,,,,,洗濯(せんたく),,,
544,959,諾,諾,ダク,諾否,だくひ,承諾,しょうだく,快諾,かいだく,諾否(だくひ),承諾(しょうだく),快諾(かいだく),
545,960,濁,濁,ダク,濁流,だくりゅう,濁音,だくおん,清濁,せいだく,濁流(だくりゅう),濁音(だくおん),清濁(せいだく),
545,961,濁,濁,にごる,濁る,にごる,,,,,濁る(にごる),,,
545,962,濁,濁,にごす,濁す,にごす,,,,,濁す(にごす),,,
546,963,但,但,ただし,但し,ただし,,,,,但し(ただし),,,
547,964,脱,脱,ダツ,脱衣,だつい,脱出,だっしゅつ,虚脱,きょだつ,脱衣(だつい),脱出(だっしゅつ),虚脱(きょだつ),
547,965,脱,脱,ぬぐ,脱ぐ,ぬぐ,,,,,脱ぐ(ぬぐ),,,
547,966,脱,脱,ぬげる,脱げる,ぬげる,,,,,脱げる(ぬげる),,,
548,967,奪,奪,ダツ,奪回,だっかい,奪取,だっしゅ,争奪,そうだつ,奪回(だっかい),奪取(だっしゅ),争奪(そうだつ),
548,968,奪,奪,うばう,奪う,うばう,,,,,奪う(うばう),,,
549,969,棚,棚,たな,棚,たな,戸棚,とだな,大陸棚,たいりくだな,棚(たな),戸棚(とだな),大陸棚(たいりくだな),
550,970,丹,丹,タン,丹念,たんねん,,,,,丹念(たんねん),,,
551,971,胆(膽),胆,タン,大胆,だいたん,落胆,らくたん,魂胆,こんたん,大胆(だいたん),落胆(らくたん),魂胆(こんたん),
552,972,淡,淡,タン,淡水,たんすい,濃淡,のうたん,冷淡,れいたん,淡水(たんすい),濃淡(のうたん),冷淡(れいたん),
552,973,淡,淡,あわい,淡い,あわい,,,,,淡い(あわい),,,
553,974,嘆(),嘆,タン,嘆息,たんそく,嘆願,たんがん,驚嘆,きょうたん,嘆息(たんそく),嘆願(たんがん),驚嘆(きょうたん),
553,975,嘆(),嘆,なげく,嘆く,なげく,,,,,嘆く(なげく),,,
553,976,嘆(),嘆,なげかわしい,嘆かわしい,なげかわしい,,,,,嘆かわしい(なげかわしい),,,
554,977,端,端,タン,端正,たんせい,末端,まったん,極端,きょくたん,端正(たんせい),末端(まったん),極端(きょくたん),
554,978,端,端,はし,端,はし,,,,,端(はし),,,
554,979,端,端,は,端数,はすう,半端,はんぱ,軒端,のきば,端数(はすう),半端(はんぱ),軒端(のきば),
554,980,端,端,はた,端,はし,川端,かわばた,道端,みちばた,端(はし),川端(かわばた),道端(みちばた),
555,981,鍛,鍛,タン,鍛錬,たんれん,,,,,鍛錬(たんれん),,,
555,982,鍛,鍛,きたえる,鍛える,きたえる,,,,,鍛える(きたえる),,,
556,983,弾(彈),弾,ダン,弾力,だんりょく,弾圧,だんあつ,爆弾,ばくだん,弾力(だんりょく),弾圧(だんあつ),爆弾(ばくだん),
556,984,弾(彈),弾,ひく,弾く,ひく,,,,,弾く(ひく),,,←→引く
556,985,弾(彈),弾,はずむ,弾む,はずむ,,,,,弾む(はずむ),,,
556,986,弾(彈),弾,たま,弾,だん,,,,,弾(だん),,,←→玉，球
557,987,壇,壇,ダン,壇上,だんじょう,花壇,かだん,文壇,ぶんだん,壇上(だんじょう),花壇(かだん),文壇(ぶんだん),
557,988,壇,壇,タン,土壇場,どたんば,,,,,土壇場(どたんば),,,
558,989,恥,恥,チ,恥辱,ちじょく,無恥,むち,破廉恥,はれんち,恥辱(ちじょく),無恥(むち),破廉恥(はれんち),
558,990,恥,恥,はじる,恥じる,はじる,,,,,恥じる(はじる),,,
558,991,恥,恥,はじ,恥,はじ,,,,,恥(はじ),,,
558,992,恥,恥,はじらう,恥じらう,はじらう,,,,,恥じらう(はじらう),,,
558,993,恥,恥,はずかしい,恥ずかしい,はずかしい,,,,,恥ずかしい(はずかしい),,,
559,994,致,致,チ,誘致,ゆうち,合致,がっち,風致,ふうち,誘致(ゆうち),合致(がっち),風致(ふうち),
559,995,致,致,いたす,致す,いたす,,,,,致す(いたす),,,
560,996,遅(遲),遅,チ,遅延,ちえん,遅刻,ちこく,遅速,ちそく,遅延(ちえん),遅刻(ちこく),遅速(ちそく),
560,997,遅(遲),遅,おくれる,遅れる,おくれる,,,,,遅れる(おくれる),,,←→後れる
560,998,遅(遲),遅,おくらす,遅らす,おくらす,,,,,遅らす(おくらす),,,
560,999,遅(遲),遅,おそい,遅い,おそい,,,,,遅い(おそい),,,
561,1000,痴(癡),痴,チ,痴情,ちじょう,,,,,痴情(ちじょう),,,
562,1001,稚,稚,チ,稚魚,ちぎょ,稚拙,ちせつ,幼稚,ようち,稚魚(ちぎょ),稚拙(ちせつ),幼稚(ようち),稚児(ちご)
563,1002,畜,畜,チク,畜産,ちくさん,牧畜,ぼくちく,家畜,かちく,畜産(ちくさん),牧畜(ぼくちく),家畜(かちく),
564,1003,逐,逐,チク,逐次,ちくじ,逐一,ちくいち,駆逐,くちく,逐次(ちくじ),逐一(ちくいち),駆逐(くちく),
565,1004,蓄,蓄,チク,蓄積,ちくせき,蓄電池,ちくでんち,貯蓄,ちょちく,蓄積(ちくせき),蓄電池(ちくでんち),貯蓄(ちょちく),
565,1005,蓄,蓄,たくわえる,蓄える,たくわえる,,,,,蓄える(たくわえる),,,
566,1006,秩,秩,チツ,秩序,ちつじょ,,,,,秩序(ちつじょ),,,
567,1007,窒,窒,チツ,窒息,ちっそく,,,,,窒息(ちっそく),,,
568,1008,嫡,嫡,チャク,嫡子,ちゃくし,,,,,嫡子(ちゃくし),,,
569,1009,抽,抽,チュウ,抽出,ちゅうしゅつ,,,,,抽出(ちゅうしゅつ),,,
570,1010,衷,衷,チュウ,衷心,ちゅうしん,折衷,せっちゅう,苦衷,くちゅう,衷心(ちゅうしん),折衷(せっちゅう),苦衷(くちゅう),
571,1011,鋳(鑄),鋳,チュウ,鋳造,ちゅうぞう,鋳鉄,ちゅうてつ,改鋳,かいちゅう,鋳造(ちゅうぞう),鋳鉄(ちゅうてつ),改鋳(かいちゅう),
571,1012,鋳(鑄),鋳,いる,鋳る,いる,鋳物,いもの,鋳型,いがた,鋳る(いる),鋳物(いもの),鋳型(いがた),
572,1013,駐,駐,チュウ,駐車,ちゅうしゃ,駐在,ちゅうざい,進駐,しんちゅう,駐車(ちゅうしゃ),駐在(ちゅうざい),進駐(しんちゅう),
573,1014,弔,弔,チョウ,弔問,ちょうもん,弔辞,ちょうじ,慶弔,けいちょう,弔問(ちょうもん),弔辞(ちょうじ),慶弔(けいちょう),
573,1015,弔,弔,とむらう,弔う,とむらう,,,,,弔う(とむらう),,,
574,1016,挑,挑,チョウ,挑戦,ちょうせん,,,,,挑戦(ちょうせん),,,
574,1017,挑,挑,いどむ,挑む,いどむ,,,,,挑む(いどむ),,,
575,1018,彫,彫,チョウ,彫刻,ちょうこく,彫塑,ちょうそ,木彫,もくちょう,彫刻(ちょうこく),彫塑(ちょうそ),木彫(もくちょう),
575,1019,彫,彫,ほる,彫る,ほる,,,,,彫る(ほる),,,
576,1020,眺,眺,チョウ,眺望,ちょうぼう,,,,,眺望(ちょうぼう),,,
576,1021,眺,眺,ながめる,眺める,ながめる,,,,,眺める(ながめる),,,
577,1022,釣,釣,チョウ,釣果,ちょうか,釣魚,ちょうぎょ,釣艇,つりてい,釣果(ちょうか),釣魚(ちょうぎょ),釣艇(つりてい),
577,1023,釣,釣,つる,釣る,つる,釣り,つり,釣り合い,つりあい,釣る(つる),釣り(つり),釣り合い(つりあい),
578,1024,脹,脹,チョウ,膨脹,ぼうちょう,,,,,膨脹(ぼうちょう),,,
579,1025,超,超,チョウ,超越,ちょうえつ,超過,ちょうか,入超,にゅうちょう,超越(ちょうえつ),超過(ちょうか),入超(にゅうちょう),
579,1026,超,超,こえる,超える,こえる,,,,,超える(こえる),,,←→越える
579,1027,超,超,こす,超す,こす,,,,,超す(こす),,,←→越す
580,1028,跳,跳,チョウ,跳躍,ちょうやく,,,,,跳躍(ちょうやく),,,
580,1029,跳,跳,はねる,跳ねる,はねる,,,,,跳ねる(はねる),,,
580,1030,跳,跳,とぶ,跳ぶ,とぶ,,,,,跳ぶ(とぶ),,,←→飛ぶ
581,1031,徴(),徴,チョウ,徴収,ちょうしゅう,特徴,とくちょう,象徴,しょうちょう,徴収(ちょうしゅう),特徴(とくちょう),象徴(しょうちょう),
582,1032,澄,澄,チョウ,清澄,きよすみ,,,,,清澄(きよすみ),,,
582,1033,澄,澄,すむ,澄む,すむ,,,,,澄む(すむ),,,
582,1034,澄,澄,すます,澄ます,すます,,,,,澄ます(すます),,,
583,1035,聴(聽),聴,チョウ,聴覚,ちょうかく,聴衆,ちょうしゅう,傍聴,ぼうちょう,聴覚(ちょうかく),聴衆(ちょうしゅう),傍聴(ぼうちょう),
583,1036,聴(聽),聴,きく,聴く,きく,,,,,聴く(きく),,,←→聞く
584,1037,懲(),懲,チョウ,懲罰,ちょうばつ,懲戒,ちょうかい,懲役,ちょうえき,懲罰(ちょうばつ),懲戒(ちょうかい),懲役(ちょうえき),
584,1038,懲(),懲,こりる,懲りる,こりる,,,,,懲りる(こりる),,,
584,1039,懲(),懲,こらす,懲らす,こらす,,,,,懲らす(こらす),,,
584,1040,懲(),懲,こらしめる,懲らしめる,こらしめる,,,,,懲らしめる(こらしめる),,,
585,1041,勅(敕),勅,チョク,勅語,ちょくご,勅使,ちょくし,詔勅,しょうちょく,勅語(ちょくご),勅使(ちょくし),詔勅(しょうちょく),
586,1042,沈,沈,チン,沈滞,ちんたい,沈黙,ちんもく,浮沈,ふちん,沈滞(ちんたい),沈黙(ちんもく),浮沈(ふちん),
586,1043,沈,沈,しずむ,沈む,しずむ,,,,,沈む(しずむ),,,
586,1044,沈,沈,しずめる,沈める,しずめる,,,,,沈める(しずめる),,,←→静める，鎮める
587,1045,珍,珍,チン,珍客,ちんきゃく,珍重,ちんちょう,珍妙,ちんみょう,珍客(ちんきゃく),珍重(ちんちょう),珍妙(ちんみょう),
587,1046,珍,珍,めずらしい,珍しい,めずらしい,珍しさ,めずらしさ,珍しがる,めずらしがる,珍しい(めずらしい),珍しさ(めずらしさ),珍しがる(めずらしがる),
588,1047,朕,朕,チン,0,0,,,,,0(0),,,
589,1048,陳,陳,チン,陳列,ちんれつ,陳謝,ちんしゃ,開陳,かいちん,陳列(ちんれつ),陳謝(ちんしゃ),開陳(かいちん),
590,1049,鎮(鎭),鎮,チン,鎮座,ちんざ,鎮静,ちんせい,重鎮,じゅうちん,鎮座(ちんざ),鎮静(ちんせい),重鎮(じゅうちん),
590,1050,鎮(鎭),鎮,しずめる,鎮める,しずめる,,,,,鎮める(しずめる),,,←→静める，沈める
590,1051,鎮(鎭),鎮,しずまる,鎮まる,しずまる,,,,,鎮まる(しずまる),,,←→静まる
591,1052,墜,墜,ツイ,墜落,ついらく,墜死,ついし,撃墜,げきつい,墜落(ついらく),墜死(ついし),撃墜(げきつい),
592,1053,塚(),塚,つか,塚,つか,,,,,塚(つか),,,
593,1054,漬,漬,つける,漬ける,つける,,,,,漬ける(つける),,,
593,1055,漬,漬,つかる,漬かる,つかる,,,,,漬かる(つかる),,,
594,1056,坪,坪,つぼ,坪数,つぼすう,,,,,坪数(つぼすう),,,
595,1057,呈,呈,テイ,呈上,ていじょう,進呈,しんてい,贈呈,ぞうてい,呈上(ていじょう),進呈(しんてい),贈呈(ぞうてい),
596,1058,廷,廷,テイ,宮廷,きゅうてい,法廷,ほうてい,出廷,しゅってい,宮廷(きゅうてい),法廷(ほうてい),出廷(しゅってい),
597,1059,抵,抵,テイ,抵抗,ていこう,抵触,ていしょく,大抵,たいてい,抵抗(ていこう),抵触(ていしょく),大抵(たいてい),
598,1060,邸,邸,テイ,邸宅,ていたく,邸内,ていない,私邸,してい,邸宅(ていたく),邸内(ていない),私邸(してい),
599,1061,亭,亭,テイ,亭主,ていしゅ,,,,,亭主(ていしゅ),,,
600,1062,貞,貞,テイ,貞淑,ていしゅく,貞操,ていそう,貞節,ていせつ,貞淑(ていしゅく),貞操(ていそう),貞節(ていせつ),
601,1063,帝,帝,テイ,帝王,ていおう,帝国,ていこく,皇帝,こうてい,帝王(ていおう),帝国(ていこく),皇帝(こうてい),
602,1064,訂,訂,テイ,訂正,ていせい,,,,,訂正(ていせい),,,
603,1065,逓(遞),逓,テイ,逓信,ていしん,逓送,ていそう,逓減,ていげん,逓信(ていしん),逓送(ていそう),逓減(ていげん),
604,1066,偵,偵,テイ,偵察,ていさつ,探偵,たんてい,内偵,ないてい,偵察(ていさつ),探偵(たんてい),内偵(ないてい),
605,1067,堤,堤,テイ,堤防,ていぼう,,,,,堤防(ていぼう),,,
605,1068,堤,堤,つつみ,堤,つつみ,,,,,堤(つつみ),,,
606,1069,艇,艇,テイ,艦艇,かんてい,舟艇,せんてい,競艇,きょうてい,艦艇(かんてい),舟艇(せんてい),競艇(きょうてい),
607,1070,締,締,テイ,締結,ていけつ,,,,,締結(ていけつ),,,
607,1071,締,締,しまる,締まる,しまる,,,,,締まる(しまる),,,←→閉まる，絞まる
607,1072,締,締,しめる,締める,しめる,締め切る,しめきる,引き締め,ひきしめ,締める(しめる),締め切る(しめきる),引き締め(ひきしめ),←→閉める，絞める
608,1073,泥,泥,デイ,泥土,でいど,雲泥,うんでい,拘泥,こうでい,泥土(でいど),雲泥(うんでい),拘泥(こうでい),
608,1074,泥,泥,どろ,泥,どろ,泥沼,どろぬま,泥棒,どろぼう,泥(どろ),泥沼(どろぬま),泥棒(どろぼう),
609,1075,摘,摘,テキ,摘要,てきよう,摘発,てきはつ,指摘,してき,摘要(てきよう),摘発(てきはつ),指摘(してき),
609,1076,摘,摘,つむ,摘む,つむ,,,,,摘む(つむ),,,
610,1077,滴,滴,テキ,水滴,すいてき,点滴,てんてき,一滴,ひとしずく,水滴(すいてき),点滴(てんてき),一滴(ひとしずく),
610,1078,滴,滴,しずく,滴,しずく,,,,,滴(しずく),,,
610,1079,滴,滴,したたる,滴る,したたる,,,,,滴る(したたる),,,
611,1080,迭,迭,テツ,更迭,こうてつ,,,,,更迭(こうてつ),,,
612,1081,哲,哲,テツ,哲学,てつがく,哲人,てつじん,先哲,せんてつ,哲学(てつがく),哲人(てつじん),先哲(せんてつ),
613,1082,徹,徹,テツ,徹底,てってい,徹夜,てつや,貫徹,かんてつ,徹底(てってい),徹夜(てつや),貫徹(かんてつ),
614,1083,撤,撤,テツ,撤去,てっきょ,撤回,てっかい,撤兵,てっぺい,撤去(てっきょ),撤回(てっかい),撤兵(てっぺい),
615,1084,添,添,テン,添加,てんか,添付,てんぷ,添削,てんさく,添加(てんか),添付(てんぷ),添削(てんさく),
615,1085,添,添,そえる,添える,そえる,,,,,添える(そえる),,,
615,1086,添,添,そう,添う,そう,,,,,添う(そう),,,←→沿う
616,1087,殿,殿,デン,殿堂,でんどう,宮殿,きゅうでん,貴殿,きでん,殿堂(でんどう),宮殿(きゅうでん),貴殿(きでん),
616,1088,殿,殿,テン,御殿,ごてん,,,,,御殿(ごてん),,,
616,1089,殿,殿,との,殿様,とのさま,,,,,殿様(とのさま),,,
616,1090,殿,殿,どの,○○殿,まるまるどの,,,,,○○殿(まるまるどの),,,
617,1091,斗,斗,ト,斗酒,としゅ,,,,,斗酒(としゅ),,,
618,1092,吐,吐,ト,吐露,とろ,吐血,とけつ,音吐朗々,おんとろうろう,吐露(とろ),吐血(とけつ),音吐朗々(おんとろうろう),
618,1093,吐,吐,はく,吐く,つく,,,,,吐く(つく),,,
619,1094,途,途,ト,途上,とじょう,帰途,きと,前途,ぜんと,途上(とじょう),帰途(きと),前途(ぜんと),
620,1095,渡,渡,ト,渡航,とこう,渡河,とか,譲渡,じょうと,渡航(とこう),渡河(とか),譲渡(じょうと),
620,1096,渡,渡,わたる,渡る,わたる,,,,,渡る(わたる),,,
620,1097,渡,渡,わたす,渡す,わたす,,,,,渡す(わたす),,,
621,1098,塗,塗,ト,塗布,とふ,塗装,とそう,塗料,とりょう,塗布(とふ),塗装(とそう),塗料(とりょう),
621,1099,塗,塗,ぬる,塗る,ぬる,,,,,塗る(ぬる),,,
622,1100,奴,奴,ド,奴隷,どれい,,,,,奴隷(どれい),,,
623,1101,怒,怒,ド,怒号,どごう,怒気,どき,激怒,げきど,怒号(どごう),怒気(どき),激怒(げきど),
623,1102,怒,怒,いかる,怒る,おこる,怒り,おこり,怒り狂う,いかりくるう,怒る(おこる),怒り(おこり),怒り狂う(いかりくるう),
623,1103,怒,怒,おこる,怒る,おこる,,,,,怒る(おこる),,,
624,1104,到,到,トウ,到着,とうちゃく,到底,とうてい,周到,しゅうとう,到着(とうちゃく),到底(とうてい),周到(しゅうとう),
625,1105,逃,逃,トウ,逃走,とうそう,逃亡,とうぼう,逃避,とうひ,逃走(とうそう),逃亡(とうぼう),逃避(とうひ),
625,1106,逃,逃,にげる,逃げる,にげる,,,,,逃げる(にげる),,,
625,1107,逃,逃,にがす,逃がす,にがす,,,,,逃がす(にがす),,,
625,1108,逃,逃,のがす,逃す,のがす,,,,,逃す(のがす),,,
625,1109,逃,逃,のがれる,逃れる,のがれる,,,,,逃れる(のがれる),,,
626,1110,倒,倒,トウ,倒産,とうさん,圧倒,あっとう,傾倒,けいとう,倒産(とうさん),圧倒(あっとう),傾倒(けいとう),
626,1111,倒,倒,たおれる,倒れる,たおれる,,,,,倒れる(たおれる),,,
626,1112,倒,倒,たおす,倒す,たおす,,,,,倒す(たおす),,,
627,1113,凍,凍,トウ,凍結,とうけつ,凍死,とうし,冷凍,れいとう,凍結(とうけつ),凍死(とうし),冷凍(れいとう),
627,1114,凍,凍,こおる,凍る,こおる,,,,,凍る(こおる),,,
627,1115,凍,凍,こごえる,凍える,こごえる,,,,,凍える(こごえる),,,
628,1116,唐,唐,トウ,唐本,とうぼん,,,,,唐本(とうぼん),,,
628,1117,唐,唐,から,唐織,からおり,,,,,唐織(からおり),,,
629,1118,桃,桃,トウ,桃源境,とうげんさかい,白桃,はくとう,桜桃,おうとう,桃源境(とうげんさかい),白桃(はくとう),桜桃(おうとう),
629,1119,桃,桃,もも,桃,もも,,,,,桃(もも),,,
630,1120,透,透,トウ,透写,とうしゃ,透明,とうめい,浸透,しんとう,透写(とうしゃ),透明(とうめい),浸透(しんとう),
630,1121,透,透,すく,透く,すく,,,,,透く(すく),,,
630,1122,透,透,すかす,透かす,すかす,,,,,透かす(すかす),,,
630,1123,透,透,すける,透ける,すける,,,,,透ける(すける),,,
631,1124,悼,悼,トウ,悼辞,とうじ,哀悼,あいとう,追悼,ついとう,悼辞(とうじ),哀悼(あいとう),追悼(ついとう),
631,1125,悼,悼,いたむ,悼む,いたむ,,,,,悼む(いたむ),,,←→痛む，傷む
632,1126,盗(盜),盗,トウ,盗難,とうなん,盗用,とうよう,強盗,ごうとう,盗難(とうなん),盗用(とうよう),強盗(ごうとう),
632,1127,盗(盜),盗,ぬすむ,盗む,ぬすむ,,,,,盗む(ぬすむ),,,
633,1128,陶,陶,トウ,陶器,とうき,陶酔,とうすい,薫陶,くんとう,陶器(とうき),陶酔(とうすい),薫陶(くんとう),
634,1129,塔,塔,トウ,五重の塔,ごじゅうのとう,,,,,五重の塔(ごじゅうのとう),,,
635,1130,搭,搭,トウ,搭載,とうさい,搭乗,とうじょう,搭乗券,とうじょうけん,搭載(とうさい),搭乗(とうじょう),搭乗券(とうじょうけん),
636,1131,棟,棟,トウ,上棟,じょうとう,,,,,上棟(じょうとう),,,
636,1132,棟,棟,むね,棟,むね,,,,,棟(むね),,,
636,1133,棟,棟,むな,棟木,むなぎ,,,,,棟木(むなぎ),,,
637,1134,痘,痘,トウ,種痘,しゅとう,水痘,すいとう,天然痘,てんねんとう,種痘(しゅとう),水痘(すいとう),天然痘(てんねんとう),
638,1135,筒,筒,トウ,封筒,ふうとう,水筒,すいとう,円筒形,えんとうけい,封筒(ふうとう),水筒(すいとう),円筒形(えんとうけい),
638,1136,筒,筒,つつ,筒,つつ,,,,,筒(つつ),,,
639,1137,稲(稻),稲,トウ,水稲,すいとう,,,,,水稲(すいとう),,,
639,1138,稲(稻),稲,いね,稲,いね,,,,,稲(いね),,,
639,1139,稲(稻),稲,いな,稲作,いなさく,,,,,稲作(いなさく),,,
640,1140,踏,踏,トウ,踏破,とうは,踏襲,とうしゅう,高踏的,こうとうてき,踏破(とうは),踏襲(とうしゅう),高踏的(こうとうてき),
640,1141,踏,踏,ふむ,踏む,ふむ,,,,,踏む(ふむ),,,
640,1142,踏,踏,ふまえる,踏まえる,ふまえる,,,,,踏まえる(ふまえる),,,
641,1143,謄,謄,トウ,謄写,とうしゃ,,,,,謄写(とうしゃ),,,
642,1144,闘(),闘,トウ,闘争,とうそう,闘志,とうし,戦闘,せんとう,闘争(とうそう),闘志(とうし),戦闘(せんとう),
642,1145,闘(),闘,たたかう,闘う,たたかう,,,,,闘う(たたかう),,,←→戦う
643,1146,騰,騰,トウ,騰貴,とうき,暴騰,ぼうとう,沸騰,ふっとう,騰貴(とうき),暴騰(ぼうとう),沸騰(ふっとう),
644,1147,洞,洞,ドウ,洞穴,どうけつ,洞察,どうさつ,空洞,くうどう,洞穴(どうけつ),洞察(どうさつ),空洞(くうどう),
644,1148,洞,洞,ほら,洞穴,どうけつ,,,,,洞穴(どうけつ),,,
645,1149,胴,胴,ドウ,胴体,どうたい,,,,,胴体(どうたい),,,
646,1150,峠,峠,とうげ,峠,とうげ,,,,,峠(とうげ),,,
647,1151,匿,匿,トク,匿名,とくめい,,,,,匿名(とくめい),,,
648,1152,督,督,トク,督促,とくそく,督励,とくれい,監督,かんとく,督促(とくそく),督励(とくれい),監督(かんとく),
649,1153,篤,篤,トク,篤農,とくのう,危篤,きとく,懇篤,こんとく,篤農(とくのう),危篤(きとく),懇篤(こんとく),
650,1154,凸,凸,トツ,凸版,とっぱん,凸レンズ,とつれんず,凹凸,おうとつ,凸版(とっぱん),凸レンズ(とつれんず),凹凸(おうとつ),凸凹(でこぼこ)
651,1155,突(),突,トツ,突然,とつぜん,突端,とったん,衝突,しょうとつ,突然(とつぜん),突端(とったん),衝突(しょうとつ),
651,1156,突(),突,つく,突く,つく,,,,,突く(つく),,,
652,1157,屯,屯,トン,駐屯,ちゅうとん,,,,,駐屯(ちゅうとん),,,
653,1158,豚,豚,トン,養豚,ようとん,,,,,養豚(ようとん),,,
653,1159,豚,豚,ぶた,豚,ぶた,,,,,豚(ぶた),,,
654,1160,鈍,鈍,ドン,鈍感,どんかん,鈍角,どんかく,愚鈍,ぐどん,鈍感(どんかん),鈍角(どんかく),愚鈍(ぐどん),
654,1161,鈍,鈍,にぶい,鈍い,にぶい,,,,,鈍い(にぶい),,,
654,1162,鈍,鈍,にぶる,鈍る,にぶる,,,,,鈍る(にぶる),,,
655,1163,曇,曇,ドン,曇天,どんてん,,,,,曇天(どんてん),,,
655,1164,曇,曇,くもる,曇る,くもる,,,,,曇る(くもる),,,
656,1165,軟,軟,ナン,軟化,なんか,軟弱,なんじゃく,硬軟,こうなん,軟化(なんか),軟弱(なんじゃく),硬軟(こうなん),
656,1166,軟,軟,やわらか,軟らかだ,やわらかだ,,,,,軟らかだ(やわらかだ),,,←→柔らか
656,1167,軟,軟,やわらかい,軟らかい,やわらかい,,,,,軟らかい(やわらかい),,,←→柔らかい
657,1168,尼,尼,ニ,尼僧,にそう,,,,,尼僧(にそう),,,
657,1169,尼,尼,あま,尼,あま,,,,,尼(あま),,,
658,1170,弐(貳),弐,ニ,弐万円,にまんえん,,,,,弐万円(にまんえん),,,
659,1171,尿,尿,ニョウ,尿意,にょうい,尿素,にょうそ,夜尿症,やにょうしょう,尿意(にょうい),尿素(にょうそ),夜尿症(やにょうしょう),
660,1172,妊,妊,ニン,妊娠,にんしん,懐妊,かいにん,不妊,ふにん,妊娠(にんしん),懐妊(かいにん),不妊(ふにん),
661,1173,忍,忍,ニン,忍者,にんじゃ,忍耐,にんたい,残忍,ざんにん,忍者(にんじゃ),忍耐(にんたい),残忍(ざんにん),
661,1174,忍,忍,しのぶ,忍ぶ,しのぶ,忍び足,しのびあし,忍びやかだ,しのびやかだ,忍ぶ(しのぶ),忍び足(しのびあし),忍びやかだ(しのびやかだ),
661,1175,忍,忍,しのばせる,忍ばせる,しのばせる,,,,,忍ばせる(しのばせる),,,
662,1176,寧,寧,ネイ,安寧,あんねい,,,,,安寧(あんねい),,,
663,1177,粘,粘,ネン,粘土,ねんど,粘液,ねんえき,粘着,ねんちゃく,粘土(ねんど),粘液(ねんえき),粘着(ねんちゃく),
663,1178,粘,粘,ねばる,粘る,ねばる,粘り,ねばり,粘り強い,ねばりづよい,粘る(ねばる),粘り(ねばり),粘り強い(ねばりづよい),
664,1179,悩(惱),悩,ノウ,悩殺,のうさつ,苦悩,くのう,煩悩,ぼんのう,悩殺(のうさつ),苦悩(くのう),煩悩(ぼんのう),
664,1180,悩(惱),悩,なやむ,悩む,なやむ,悩み,なやみ,悩ましい,なやましい,悩む(なやむ),悩み(なやみ),悩ましい(なやましい),
664,1181,悩(惱),悩,なやます,悩ます,なやます,,,,,悩ます(なやます),,,
665,1182,濃,濃,ノウ,濃厚,のうこう,濃紺,のうこん,濃淡,のうたん,濃厚(のうこう),濃紺(のうこん),濃淡(のうたん),
665,1183,濃,濃,こい,濃い,こい,,,,,濃い(こい),,,
666,1184,把,把,ハ,把握,はあく,把持,はじ,一把(ワ)三把(バ)/十把(パ),いっは（わ）みは（ば）／じっぱ（ぱ）,把握(はあく),把持(はじ),一把(ワ)三把(バ)/十把(パ)(いっは（わ）みは（ば）／じっぱ（ぱ）),「把(ハ)」は，前に来る音によって「ワ」，「バ」，「パになる。
