漢字番号,連番,漢字,1文字抽出,音訓,文字1,読み1,文字２,読み２,文字３,読み3,文字1,文字2,文字3,備考（文化庁の元データの備考）
796,1426,帽,帽,ボウ,帽子,ぼうし,脱帽,だつぼう,無帽,むぼう,帽子(ぼうし),脱帽(だつぼう),無帽(むぼう),
797,1427,膨,膨,ボウ,膨大,ぼうだい,,,,,膨大(ぼうだい),,,
797,1428,膨,膨,ふくらむ,膨らむ,ふくらむ,,,,,膨らむ(ふくらむ),,,
797,1429,膨,膨,ふくれる,膨れる,ふくれる,,,,,膨れる(ふくれる),,,
798,1430,謀,謀,ボウ,謀略,ぼうりゃく,無謀,むぼう,首謀者,しゅぼうしゃ,謀略(ぼうりゃく),無謀(むぼう),首謀者(しゅぼうしゃ),
798,1431,謀,謀,ム,謀反,むほん,,,,,謀反(むほん),,,
798,1432,謀,謀,はかる,謀る,はかる,,,,,謀る(はかる),,,←→計る，量る，図る
799,1433,朴,朴,ボク,純朴,じゅんぼく,,,,,純朴(じゅんぼく),,,
800,1434,僕,僕,ボク,僕,ぼく,,,,,僕(ぼく),,,
801,1435,墨(),墨,ボク,筆墨,ひつぼく,白墨,はくぼく,遺墨,いぼく,筆墨(ひつぼく),白墨(はくぼく),遺墨(いぼく),
801,1436,墨(),墨,すみ,墨,すみ,墨絵,すみえ,まゆ墨,まゆずみ,墨(すみ),墨絵(すみえ),まゆ墨(まゆずみ),
802,1437,撲,撲,ボク,撲殺,ぼくさつ,撲滅,ぼくめつ,打撲,だぼく,撲殺(ぼくさつ),撲滅(ぼくめつ),打撲(だぼく),相撲(すもう)
803,1438,没,没,ボツ,没収,ぼっしゅう,没交渉,ぼっこうしょう,出没,しゅつぼつ,没収(ぼっしゅう),没交渉(ぼっこうしょう),出没(しゅつぼつ),
804,1439,堀,堀,ほり,堀,ほり,外堀,そとぼり,釣堀,つりぼり,堀(ほり),外堀(そとぼり),釣堀(つりぼり),
805,1440,奔,奔,ホン,奔走,ほんそう,奔放,ほんぽう,出奔,しゅっぽん,奔走(ほんそう),奔放(ほんぽう),出奔(しゅっぽん),
806,1441,翻(飜),翻,ホン,翻意,ほんい,翻訳,ほんやく,翻刻,ほんこく,翻意(ほんい),翻訳(ほんやく),翻刻(ほんこく),
806,1442,翻(飜),翻,ひるがえる,翻る,ひるがえる,,,,,翻る(ひるがえる),,,
806,1443,翻(飜),翻,ひるがえす,翻す,ひるがえす,,,,,翻す(ひるがえす),,,
807,1444,凡,凡,ボン,凡人,ぼんじん,凡百,ぼんぴゃく,平凡,へいぼん,凡人(ぼんじん),凡百(ぼんぴゃく),平凡(へいぼん),
807,1445,凡,凡,ハン,凡例,はんれい,,,,,凡例(はんれい),,,
808,1446,盆,盆,ボン,盆栽,ぼんさい,盆地,ぼんち,旧盆,きゅうぼん,盆栽(ぼんさい),盆地(ぼんち),旧盆(きゅうぼん),
809,1447,麻,麻,マ,麻薬,まやく,麻酔,ますい,亜麻,あま,麻薬(まやく),麻酔(ますい),亜麻(あま),
809,1448,麻,麻,あさ,麻,あさ,,,,,麻(あさ),,,
810,1449,摩,摩,マ,摩擦,まさつ,,,,,摩擦(まさつ),,,
811,1450,磨,磨,マ,研磨,けんま,,,,,研磨(けんま),,,
811,1451,磨,磨,みがく,磨く,みがく,,,,,磨く(みがく),,,
812,1452,魔,魔,マ,魔法,まほう,悪魔,あくま,邪魔,じゃま,魔法(まほう),悪魔(あくま),邪魔(じゃま),
813,1453,埋,埋,マイ,埋没,まいぼつ,埋蔵,まいぞう,埋葬,まいそう,埋没(まいぼつ),埋蔵(まいぞう),埋葬(まいそう),
813,1454,埋,埋,うめる,埋める,うめる,埋め立て,うめたて,穴埋め,あなうめ,埋める(うめる),埋め立て(うめたて),穴埋め(あなうめ),
813,1455,埋,埋,うまる,埋まる,うまる,,,,,埋まる(うまる),,,
813,1456,埋,埋,うもれる,埋もれる,うもれる,,,,,埋もれる(うもれる),,,
814,1457,膜,膜,マク,膜質,まくしつ,鼓膜,こまく,粘膜,ねんまく,膜質(まくしつ),鼓膜(こまく),粘膜(ねんまく),
815,1458,又,又,また,又,また,,,,,又(また),,,
816,1459,抹,抹,マツ,抹殺,まっさつ,抹消,まっしょう,一抹,いちまつ,抹殺(まっさつ),抹消(まっしょう),一抹(いちまつ),
817,1460,慢,慢,マン,慢性,まんせい,怠慢,たいまん,自慢,じまん,慢性(まんせい),怠慢(たいまん),自慢(じまん),
818,1461,漫,漫,マン,漫画,まんが,漫歩,まんぽ,散漫,さんまん,漫画(まんが),漫歩(まんぽ),散漫(さんまん),
819,1462,魅,魅,ミ,魅力,みりょく,魅惑,みわく,魅する,みする,魅力(みりょく),魅惑(みわく),魅する(みする),
820,1463,岬,岬,みさき,岬,みさき,,,,,岬(みさき),,,
821,1464,妙,妙,ミョウ,妙案,みょうあん,奇妙,きみょう,巧妙,こうみょう,妙案(みょうあん),奇妙(きみょう),巧妙(こうみょう),
822,1465,眠,眠,ミン,不眠,ふみん,安眠,あんみん,睡眠,すいみん,不眠(ふみん),安眠(あんみん),睡眠(すいみん),
822,1466,眠,眠,ねむる,眠る,ねむる,,,,,眠る(ねむる),,,
822,1467,眠,眠,ねむい,眠い,ねむい,眠たい,ねむたい,眠気,ねむけ,眠い(ねむい),眠たい(ねむたい),眠気(ねむけ),
823,1468,矛,矛,ム,矛盾,むじゅん,,,,,矛盾(むじゅん),,,
823,1469,矛,矛,ほこ,矛,ほこ,,,,,矛(ほこ),,,
824,1470,霧,霧,ム,霧笛,むてき,濃霧,のうむ,噴霧器,ふんむき,霧笛(むてき),濃霧(のうむ),噴霧器(ふんむき),
824,1471,霧,霧,きり,霧,きり,霧雨,きりさめ,朝霧,あさぎり,霧(きり),霧雨(きりさめ),朝霧(あさぎり),
825,1472,娘,娘,むすめ,娘,むすめ,娘心,むすめごころ,小娘,こむすめ,娘(むすめ),娘心(むすめごころ),小娘(こむすめ),
826,1473,銘,銘,メイ,銘柄,めいがら,,,,,銘柄(めいがら),,,
827,1474,滅,滅,メツ,滅亡,めつぼう,消滅,しょうめつ,絶滅,ぜつめつ,滅亡(めつぼう),消滅(しょうめつ),絶滅(ぜつめつ),
827,1475,滅,滅,ほろびる,滅びる,ほろびる,,,,,滅びる(ほろびる),,,
827,1476,滅,滅,ほろぼす,滅ぼす,ほろぼす,,,,,滅ぼす(ほろぼす),,,
828,1477,免(),免,メン,免許,めんきょ,免除,めんじょ,放免,ほうめん,免許(めんきょ),免除(めんじょ),放免(ほうめん),
828,1478,免(),免,まぬかれる,免れる,まぬがれる,,,,,免れる(まぬがれる),,,「まぬがれる」とも。
829,1479,茂,茂,モ,繁茂,はんも,,,,,繁茂(はんも),,,
829,1480,茂,茂,しげる,茂る,しげる,,,,,茂る(しげる),,,
830,1481,妄,妄,モウ,妄信,もうしん,妄想,もうそう,迷妄,めいもう,妄信(もうしん),妄想(もうそう),迷妄(めいもう),
830,1482,妄,妄,ボウ,妄言,もうげん,,,,,妄言(もうげん),,,「妄言」は，「モウゲン」とも。
831,1483,盲,盲,モウ,盲点,もうてん,盲従,もうじゅう,文盲,もんもう,盲点(もうてん),盲従(もうじゅう),文盲(もんもう),
832,1484,耗,耗,モウ,消耗,しょうもう,,,,,消耗(しょうもう),,,「モウ」は，慣用音。
832,1485,耗,耗,コウ,心神耗弱,しんしんこうじゃく,,,,,心神耗弱(しんしんこうじゃく),,,
833,1486,猛,猛,モウ,猛烈,もうれつ,猛獣,もうじゅう,勇猛,ゆうもう,猛烈(もうれつ),猛獣(もうじゅう),勇猛(ゆうもう),猛者(もさ)
834,1487,網,網,モウ,網膜,もうまく,漁網,ぎょもう,通信網,つうしんもう,網膜(もうまく),漁網(ぎょもう),通信網(つうしんもう),
834,1488,網,網,あみ,網,あみ,,,,,網(あみ),,,投網(とあみ)
835,1489,黙(默),黙,モク,黙殺,もくさつ,暗黙,あんもく,沈黙,ちんもく,黙殺(もくさつ),暗黙(あんもく),沈黙(ちんもく),
835,1490,黙(默),黙,だまる,黙る,だまる,,,,,黙る(だまる),,,
836,1491,紋,紋,モン,紋章,もんしょう,指紋,しもん,波紋,はもん,紋章(もんしょう),指紋(しもん),波紋(はもん),
837,1492,匁,匁,もんめ,0,0,,,,,0(0),,,
838,1493,厄,厄,ヤク,厄,やく,厄年,やくどし,災厄,さいやく,厄(やく),厄年(やくどし),災厄(さいやく),
839,1494,躍,躍,ヤク,躍動,やくどう,躍起,やっき,飛躍,ひやく,躍動(やくどう),躍起(やっき),飛躍(ひやく),
839,1495,躍,躍,おどる,躍る,おどる,,,,,躍る(おどる),,,←→踊る
840,1496,愉,愉,ユ,愉快,ゆかい,,,,,愉快(ゆかい),,,
841,1497,諭,諭,ユ,諭旨,ゆし,教諭,きょうゆ,説諭,せつゆ,諭旨(ゆし),教諭(きょうゆ),説諭(せつゆ),
841,1498,諭,諭,さとす,諭す,さとす,,,,,諭す(さとす),,,
842,1499,癒,癒,ユ,癒着,ゆちゃく,治癒,ちゆ,平癒,へいゆ,癒着(ゆちゃく),治癒(ちゆ),平癒(へいゆ),
843,1500,唯,唯,ユイ,唯一,ゆいいつ,唯物論,ゆいぶつろん,唯美主義,ゆいびしゅぎ,唯一(ゆいいつ),唯物論(ゆいぶつろん),唯美主義(ゆいびしゅぎ),
843,1501,唯,唯,イ,唯々諾々,いいだくだく,,,,,唯々諾々(いいだくだく),,,
844,1502,幽,幽,ユウ,幽境,ゆうきょう,幽玄,ゆうげん,幽霊,ゆうれい,幽境(ゆうきょう),幽玄(ゆうげん),幽霊(ゆうれい),
845,1503,悠,悠,ユウ,悠然,ゆうぜん,悠長,ゆうちょう,悠々,ゆうゆう,悠然(ゆうぜん),悠長(ゆうちょう),悠々(ゆうゆう),
846,1504,猶,猶,ユウ,猶予,ゆうよ,,,,,猶予(ゆうよ),,,
847,1505,裕,裕,ユウ,裕福,ゆうふく,富裕,ふゆう,余裕,よゆう,裕福(ゆうふく),富裕(ふゆう),余裕(よゆう),
848,1506,雄,雄,ユウ,雄大,ゆうだい,英雄,ひでお,雌雄,しゆう,雄大(ゆうだい),英雄(ひでお),雌雄(しゆう),
848,1507,雄,雄,お,雄しべ,おしべ,雄牛,おうし,雄々しい,おおしい,雄しべ(おしべ),雄牛(おうし),雄々しい(おおしい),
848,1508,雄,雄,おす,雄,おす,,,,,雄(おす),,,
849,1509,誘,誘,ユウ,誘惑,ゆうわく,誘発,ゆうはつ,勧誘,かんゆう,誘惑(ゆうわく),誘発(ゆうはつ),勧誘(かんゆう),
849,1510,誘,誘,さそう,誘う,さそう,,,,,誘う(さそう),,,
850,1511,憂,憂,ユウ,憂愁,ゆうしゅう,憂慮,ゆうりょ,一喜一憂,いっきいちゆう,憂愁(ゆうしゅう),憂慮(ゆうりょ),一喜一憂(いっきいちゆう),
850,1512,憂,憂,うれえる,憂える,うれえる,,,,,憂える(うれえる),,,←→愁える
850,1513,憂,憂,うれい,憂い,うれい,,,,,憂い(うれい),,,←→愁い
850,1514,憂,憂,うい,憂い,うれい,憂き目,うきめ,物憂い,ものうい,憂い(うれい),憂き目(うきめ),物憂い(ものうい),「憂き」は，文語の連体形。
851,1515,融,融,ユウ,融解,ゆうかい,融和,ゆうわ,金融,きんゆう,融解(ゆうかい),融和(ゆうわ),金融(きんゆう),
852,1516,与(與),与,ヨ,与党,よとう,授与,じゅよ,関与,かんよ,与党(よとう),授与(じゅよ),関与(かんよ),
852,1517,与(與),与,あたえる,与える,あたえる,,,,,与える(あたえる),,,
853,1518,誉(譽),誉,ヨ,名誉,めいよ,,,,,名誉(めいよ),,,
853,1519,誉(譽),誉,ほまれ,誉れ,ほまれ,,,,,誉れ(ほまれ),,,
854,1520,庸,庸,ヨウ,凡庸,ぼんよう,,,,,凡庸(ぼんよう),,,
855,1521,揚,揚,ヨウ,意気揚々,いきようよう,抑揚,よくよう,掲揚,けいよう,意気揚々(いきようよう),抑揚(よくよう),掲揚(けいよう),
855,1522,揚,揚,あげる,揚げる,あげる,,,,,揚げる(あげる),,,←→上げる，挙げる
855,1523,揚,揚,あがる,揚がる,あがる,,,,,揚がる(あがる),,,←→上がる，挙がる
856,1524,揺(搖),揺,ヨウ,動揺,どうよう,,,,,動揺(どうよう),,,
856,1525,揺(搖),揺,ゆれる,揺れる,ゆれる,,,,,揺れる(ゆれる),,,
856,1526,揺(搖),揺,ゆる,揺り返し,ゆりかえし,,,,,揺り返し(ゆりかえし),,,
856,1527,揺(搖),揺,ゆらぐ,揺らぐ,ゆらぐ,,,,,揺らぐ(ゆらぐ),,,
856,1528,揺(搖),揺,ゆるぐ,揺るぐ,ゆるぐ,,,,,揺るぐ(ゆるぐ),,,
856,1529,揺(搖),揺,ゆする,揺する,ゆする,,,,,揺する(ゆする),,,
856,1530,揺(搖),揺,ゆさぶる,揺さぶる,ゆさぶる,,,,,揺さぶる(ゆさぶる),,,
856,1531,揺(搖),揺,ゆすぶる,揺すぶる,ゆすぶる,,,,,揺すぶる(ゆすぶる),,,
857,1532,溶,溶,ヨウ,溶解,ようかい,溶液,ようえき,水溶液,すいようえき,溶解(ようかい),溶液(ようえき),水溶液(すいようえき),
857,1533,溶,溶,とける,溶ける,とける,,,,,溶ける(とける),,,←→解ける
857,1534,溶,溶,とかす,溶かす,とかす,,,,,溶かす(とかす),,,←→解かす
857,1535,溶,溶,とく,溶く,とく,,,,,溶く(とく),,,←→解く
858,1536,腰,腰,ヨウ,腰痛,ようつう,,,,,腰痛(ようつう),,,
858,1537,腰,腰,こし,腰,こし,腰だめ,こしだめ,物腰,ものごし,腰(こし),腰だめ(こしだめ),物腰(ものごし),
859,1538,踊,踊,ヨウ,舞踊,ぶよう,,,,,舞踊(ぶよう),,,
859,1539,踊,踊,おどる,踊る,おどる,,,,,踊る(おどる),,,←→躍る
859,1540,踊,踊,おどり,踊り,おどり,,,,,踊り(おどり),,,
860,1541,窯,窯,ヨウ,窯業,ようぎょう,,,,,窯業(ようぎょう),,,
860,1542,窯,窯,かま,窯,かま,,,,,窯(かま),,,
861,1543,擁,擁,ヨウ,擁護,ようご,擁立,ようりつ,抱擁,ほうよう,擁護(ようご),擁立(ようりつ),抱擁(ほうよう),
862,1544,謡(謠),謡,ヨウ,謡曲,ようきょく,民謡,みんよう,歌謡,かよう,謡曲(ようきょく),民謡(みんよう),歌謡(かよう),
862,1545,謡(謠),謡,うたい,謡,うたい,,,,,謡(うたい),,,
862,1546,謡(謠),謡,うたう,謡う,うたう,,,,,謡う(うたう),,,←→歌う
863,1547,抑,抑,ヨク,抑圧,よくあつ,抑制,よくせい,抑揚,よくよう,抑圧(よくあつ),抑制(よくせい),抑揚(よくよう),
863,1548,抑,抑,おさえる,抑える,おさえる,,,,,抑える(おさえる),,,←→押さえる
864,1549,翼,翼,ヨク,左翼,さよく,,,,,左翼(さよく),,,
864,1550,翼,翼,つばさ,翼,つばさ,,,,,翼(つばさ),,,
865,1551,裸,裸,ラ,裸身,らしん,裸体,らたい,赤裸々,せきらら,裸身(らしん),裸体(らたい),赤裸々(せきらら),
865,1552,裸,裸,はだか,裸,はだか,,,,,裸(はだか),,,
866,1553,羅,羅,ラ,羅列,られつ,羅針盤,らしんばん,網羅,もうら,羅列(られつ),羅針盤(らしんばん),網羅(もうら),
867,1554,雷,雷,ライ,雷雨,らいう,雷名,らいめい,魚雷,ぎょらい,雷雨(らいう),雷名(らいめい),魚雷(ぎょらい),
867,1555,雷,雷,かみなり,雷,かみなり,,,,,雷(かみなり),,,
868,1556,頼(),頼,ライ,依頼,いらい,信頼,しんらい,無頼漢,ぶらいかん,依頼(いらい),信頼(しんらい),無頼漢(ぶらいかん),
868,1557,頼(),頼,たのむ,頼む,たのむ,,,,,頼む(たのむ),,,
868,1558,頼(),頼,たのもしい,頼もしい,たのもしい,,,,,頼もしい(たのもしい),,,
868,1559,頼(),頼,たよる,頼る,たよる,,,,,頼る(たよる),,,
869,1560,絡,絡,ラク,連絡,れんらく,,,,,連絡(れんらく),,,
869,1561,絡,絡,からむ,絡む,からむ,,,,,絡む(からむ),,,
869,1562,絡,絡,からまる,絡まる,からまる,,,,,絡まる(からまる),,,
870,1563,酪,酪,ラク,酪農,らくのう,,,,,酪農(らくのう),,,
871,1564,濫,濫,ラン,濫伐,らんばつ,濫費,らんぴ,濫用,らんよう,濫伐(らんばつ),濫費(らんぴ),濫用(らんよう),
872,1565,欄(),欄,ラン,欄干,らんかん,欄外,らんがい,空欄,くうらん,欄干(らんかん),欄外(らんがい),空欄(くうらん),
873,1566,吏,吏,リ,吏員,りいん,官吏,かんり,能吏,のうり,吏員(りいん),官吏(かんり),能吏(のうり),
874,1567,痢,痢,リ,疫痢,えきり,下痢,げり,赤痢,せきり,疫痢(えきり),下痢(げり),赤痢(せきり),
875,1568,履,履,リ,履歴,りれき,履行,りこう,弊履,へいり,履歴(りれき),履行(りこう),弊履(へいり),草履(ぞうり)
875,1569,履,履,はく,履く,はく,,,,,履く(はく),,,
876,1570,離,離,リ,離別,りべつ,距離,きょり,分離,ぶんり,離別(りべつ),距離(きょり),分離(ぶんり),
876,1571,離,離,はなれる,離れる,はなれる,離れ,はなれ,乳離れ,ちちばなれ,離れる(はなれる),離れ(はなれ),乳離れ(ちちばなれ),←→放れる
876,1572,離,離,はなす,離す,はなす,,,,,離す(はなす),,,←→放す
877,1573,柳,柳,リュウ,花柳界,かりゅうかい,,,,,花柳界(かりゅうかい),,,
877,1574,柳,柳,やなぎ,柳,やなぎ,,,,,柳(やなぎ),,,
878,1575,竜(龍),竜,リュウ,竜,りゅう,,,,,竜(りゅう),,,
878,1576,竜(龍),竜,たつ,竜巻,たつまき,,,,,竜巻(たつまき),,,
879,1577,粒,粒,リュウ,粒子,りゅうし,,,,,粒子(りゅうし),,,
879,1578,粒,粒,つぶ,粒,つぶ,,,,,粒(つぶ),,,
880,1579,隆(),隆,リュウ,隆起,りゅうき,隆盛,たかもり,興隆,こうりゅう,隆起(りゅうき),隆盛(たかもり),興隆(こうりゅう),
881,1580,硫,硫,リュウ,硫安,りゅうあん,硫酸,りゅうさん,硫化銀,りゅうかぎん,硫安(りゅうあん),硫酸(りゅうさん),硫化銀(りゅうかぎん),硫黄(いおう)
882,1581,虜(),虜,リョ,虜囚,りょしゅう,,,,,虜囚(りょしゅう),,,
883,1582,慮,慮,リョ,遠慮,えんりょ,考慮,こうりょ,無慮,むりょ,遠慮(えんりょ),考慮(こうりょ),無慮(むりょ),
884,1583,了,了,リョウ,了解,りょうかい,完了,かんりょう,校了,こうりょう,了解(りょうかい),完了(かんりょう),校了(こうりょう),
885,1584,涼,涼,リョウ,涼味,りょうみ,清涼剤,せいりょうざい,納涼,のうりょう,涼味(りょうみ),清涼剤(せいりょうざい),納涼(のうりょう),
885,1585,涼,涼,すずしい,涼しい,すずしい,,,,,涼しい(すずしい),,,
885,1586,涼,涼,すずむ,涼む,すずむ,,,,,涼む(すずむ),,,
886,1587,猟(獵),猟,リョウ,猟師,りょうし,狩猟,しゅりょう,渉猟,しょうりょう,猟師(りょうし),狩猟(しゅりょう),渉猟(しょうりょう),
887,1588,陵,陵,リョウ,陵墓,りょうぼ,,,,,陵墓(りょうぼ),,,
887,1589,陵,陵,みささぎ,陵,りょう,,,,,陵(りょう),,,
888,1590,僚,僚,リョウ,僚友,りょうゆう,官僚,かんりょう,同僚,どうりょう,僚友(りょうゆう),官僚(かんりょう),同僚(どうりょう),
889,1591,寮,寮,リョウ,寮生,りょうせい,寮母,りょうぼ,独身寮,どくしんりょう,寮生(りょうせい),寮母(りょうぼ),独身寮(どくしんりょう),
890,1592,療,療,リョウ,療養,りょうよう,医療,いりょう,治療,ちりょう,療養(りょうよう),医療(いりょう),治療(ちりょう),
891,1593,糧,糧,リョウ,糧食,りょうしょく,,,,,糧食(りょうしょく),,,
891,1594,糧,糧,ロウ,兵糧,ひょうろう,,,,,兵糧(ひょうろう),,,
891,1595,糧,糧,かて,糧,かて,,,,,糧(かて),,,
892,1596,厘,厘,リン,一分一厘,いちぶいちりん,,,,,一分一厘(いちぶいちりん),,,
893,1597,倫,倫,リン,倫理,りんり,人倫,じんりん,絶倫,ぜつりん,倫理(りんり),人倫(じんりん),絶倫(ぜつりん),
894,1598,隣,隣,リン,隣室,りんしつ,隣接,りんせつ,近隣,きんりん,隣室(りんしつ),隣接(りんせつ),近隣(きんりん),
894,1599,隣,隣,となる,隣り合う,となりあう,,,,,隣り合う(となりあう),,,
894,1600,隣,隣,となり,隣,となり,,,,,隣(となり),,,
895,1601,涙(),涙,ルイ,感涙,かんるい,声涙,せいるい,落涙,らくるい,感涙(かんるい),声涙(せいるい),落涙(らくるい),
895,1602,涙(),涙,なみだ,涙,なみだ,涙ぐむ,なみだぐむ,涙ぐましい,なみだぐましい,涙(なみだ),涙ぐむ(なみだぐむ),涙ぐましい(なみだぐましい),
896,1603,累,累,ルイ,累計,るいけい,累積,るいせき,係累,けいるい,累計(るいけい),累積(るいせき),係累(けいるい),
897,1604,塁(壘),塁,ルイ,塁審,るいしん,敵塁,てきるい,土塁,どるい,塁審(るいしん),敵塁(てきるい),土塁(どるい),
898,1605,励(勵),励,レイ,励行,れいこう,奨励,しょうれい,精励,せいれい,励行(れいこう),奨励(しょうれい),精励(せいれい),
898,1606,励(勵),励,はげむ,励む,はげむ,,,,,励む(はげむ),,,
898,1607,励(勵),励,はげます,励ます,はげます,,,,,励ます(はげます),,,
899,1608,戻(),戻,レイ,戻入,れいにゅう,,,,,戻入(れいにゅう),,,
899,1609,戻(),戻,もどす,戻す,もどす,,,,,戻す(もどす),,,
899,1610,戻(),戻,もどる,戻る,もどる,,,,,戻る(もどる),,,
900,1611,鈴,鈴,レイ,電鈴,でんれい,振鈴,しんれい,予鈴,よれい,電鈴(でんれい),振鈴(しんれい),予鈴(よれい),
900,1612,鈴,鈴,リン,風鈴,ふうりん,,,,,風鈴(ふうりん),,,
900,1613,鈴,鈴,すず,鈴,すず,,,,,鈴(すず),,,
901,1614,零,零,レイ,零下,れいか,零細,れいさい,零落,れいらく,零下(れいか),零細(れいさい),零落(れいらく),
902,1615,霊(靈),霊,レイ,霊感,れいかん,霊魂,れいこん,霊長類,れいちょうるい,霊感(れいかん),霊魂(れいこん),霊長類(れいちょうるい),
902,1616,霊(靈),霊,リョウ,悪霊,あくりょう,,,,,悪霊(あくりょう),,,
902,1617,霊(靈),霊,たま,霊,れい,,,,,霊(れい),,,
903,1618,隷,隷,レイ,隷書,れいしょ,隷属,れいぞく,奴隷,どれい,隷書(れいしょ),隷属(れいぞく),奴隷(どれい),
904,1619,齢(齡),齢,レイ,樹齢,じゅれい,年齢,ねんれい,妙齢,みょうれい,樹齢(じゅれい),年齢(ねんれい),妙齢(みょうれい),
905,1620,麗,麗,レイ,麗人,れいじん,端麗,たんれい,美麗,びれい,麗人(れいじん),端麗(たんれい),美麗(びれい),
905,1621,麗,麗,うるわしい,麗しい,うるわしい,,,,,麗しい(うるわしい),,,
906,1622,暦(),暦,レキ,暦年,れきねん,還暦,かんれき,太陽暦,たいようれき,暦年(れきねん),還暦(かんれき),太陽暦(たいようれき),
906,1623,暦(),暦,こよみ,暦,こよみ,,,,,暦(こよみ),,,
907,1624,劣,劣,レツ,劣等,れっとう,卑劣,ひれつ,優劣,ゆうれつ,劣等(れっとう),卑劣(ひれつ),優劣(ゆうれつ),
907,1625,劣,劣,おとる,劣る,おとる,,,,,劣る(おとる),,,
908,1626,烈,烈,レツ,烈火,れっか,壮烈,そうれつ,猛烈,もうれつ,烈火(れっか),壮烈(そうれつ),猛烈(もうれつ),
909,1627,裂,裂,レツ,決裂,けつれつ,破裂,はれつ,分裂,ぶんれつ,決裂(けつれつ),破裂(はれつ),分裂(ぶんれつ),
909,1628,裂,裂,さく,裂く,さく,,,,,裂く(さく),,,←→割く
909,1629,裂,裂,さける,裂ける,さける,,,,,裂ける(さける),,,
910,1630,恋(戀),恋,レン,恋愛,れんあい,恋慕,れんぼ,失恋,しつれん,恋愛(れんあい),恋慕(れんぼ),失恋(しつれん),
910,1631,恋(戀),恋,こう,恋い慕う,こいしたう,,,,,恋い慕う(こいしたう),,,
910,1632,恋(戀),恋,こい,恋,こい,初恋,はつこい,恋する,こいする,恋(こい),初恋(はつこい),恋する(こいする),
910,1633,恋(戀),恋,こいしい,恋しい,こいしい,,,,,恋しい(こいしい),,,
911,1634,廉,廉,レン,廉価,れんか,清廉,せいれん,破廉恥,はれんち,廉価(れんか),清廉(せいれん),破廉恥(はれんち),
912,1635,錬(),錬,レン,錬金術,れんきんじゅつ,鍛錬,たんれん,精錬,せいれん,錬金術(れんきんじゅつ),鍛錬(たんれん),精錬(せいれん),
913,1636,炉(爐),炉,ロ,炉辺,ろばた,暖炉,だんろ,原子炉,げんしろ,炉辺(ろばた),暖炉(だんろ),原子炉(げんしろ),
914,1637,露,露,ロ,露出,ろしゅつ,露店,ろてん,雨露,うろ,露出(ろしゅつ),露店(ろてん),雨露(うろ),
914,1638,露,露,ロウ,披露,ひろう,,,,,披露(ひろう),,,
914,1639,露,露,つゆ,露,ろ,,,,,露(ろ),,,
915,1640,郎(),郎,ロウ,新郎,しんろう,,,,,新郎(しんろう),,,
916,1641,浪,浪,ロウ,浪費,ろうひ,波浪,はろう,放浪,ほうろう,浪費(ろうひ),波浪(はろう),放浪(ほうろう),
917,1642,廊(),廊,ロウ,廊下,ろうか,回廊,かいろう,画廊,がろう,廊下(ろうか),回廊(かいろう),画廊(がろう),
918,1643,楼(樓),楼,ロウ,楼閣,ろうかく,鐘楼,しょうろう,望楼,ぼうろう,楼閣(ろうかく),鐘楼(しょうろう),望楼(ぼうろう),
919,1644,漏,漏,ロウ,漏電,ろうでん,疎漏,そろう,脱漏,だつろう,漏電(ろうでん),疎漏(そろう),脱漏(だつろう),
919,1645,漏,漏,もる,漏る,もる,,,,,漏る(もる),,,
919,1646,漏,漏,もれる,漏れる,もれる,,,,,漏れる(もれる),,,
919,1647,漏,漏,もらす,漏らす,もらす,,,,,漏らす(もらす),,,
920,1648,賄,賄,ワイ,収賄,しゅうわい,,,,,収賄(しゅうわい),,,
920,1649,賄,賄,まかなう,賄う,まかなう,,,,,賄う(まかなう),,,
921,1650,惑,惑,ワク,惑星,わくせい,迷惑,めいわく,誘惑,ゆうわく,惑星(わくせい),迷惑(めいわく),誘惑(ゆうわく),
921,1651,惑,惑,まどう,惑う,まどう,,,,,惑う(まどう),,,
922,1652,枠,枠,わく,枠,わく,枠内,わくない,窓枠,まどわく,枠(わく),枠内(わくない),窓枠(まどわく),
923,1653,湾(灣),湾,ワン,湾内,わんない,湾入,わんにゅう,港湾,こうわん,湾内(わんない),湾入(わんにゅう),港湾(こうわん),
924,1654,腕,腕,ワン,腕章,わんしょう,腕力,わんりょく,敏腕,びんわん,腕章(わんしょう),腕力(わんりょく),敏腕(びんわん),
924,1655,腕,腕,うで,腕,うで,腕前,うでまえ,細腕,ほそうで,腕(うで),腕前(うでまえ),細腕(ほそうで),